trade_date,market_type,underlying,commodity,exchange,contract_month,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,total_oi,total_volume,total_amount,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime
2026-07-13,COMMODITY,SH,SH,CZCE,2610,,,,2640.0,1820.0,,,1820.0,,,3513.0,199.0,401790.0,,,,,,,,,
2026-07-13,COMMODITY,SH,SH,CZCE,2611,,,,2480.0,1900.0,,,2200.0,,,4321.0,1487.0,1956735.0,,,,,,,,,
2026-07-13,COMMODITY,SH,SH,CZCE,2612,,,,2160.0,1780.0,,,1840.0,,,188.0,48.0,43830.0,,,,,,,,,
2026-07-13,COMMODITY,SH,SH,CZCE,2701,,,,2640.0,1820.0,,,2640.0,,,2398.0,193.0,462645.0,,,,,,,,,
2026-07-13,COMMODITY,SM,SM,CZCE,2608,,,,5900.0,5800.0,,,5800.0,,,68326.0,36291.0,5244555.0,,,,,,,,,
2026-07-13,COMMODITY,SM,SM,CZCE,2609,,,,6200.0,5800.0,,,6000.0,,,64614.0,16334.0,5658655.0,,,,,,,,,
2026-07-13,COMMODITY,SM,SM,CZCE,2610,,,,6200.0,5100.0,,,5700.0,,,2082.0,43.0,5750.0,,,,,,,,,
2026-07-13,COMMODITY,SM,SM,CZCE,2611,,,,6000.0,5600.0,,,5500.0,,,1249.0,110.0,58435.0,,,,,,,,,
2026-07-13,COMMODITY,SM,SM,CZCE,2612,,,,5300.0,5300.0,,,5300.0,,,0.0,0.0,0.0,,,,,,,,,
2026-07-13,COMMODITY,SM,SM,CZCE,2701,,,,6400.0,5800.0,,,6400.0,,,6216.0,5.0,2820.0,,,,,,,,,
2026-07-13,COMMODITY,SR,SR,CZCE,2609,,,,5500.0,5200.0,,,5300.0,,,447172.0,101350.0,29174630.0,,,,,,,,,
2026-07-13,COMMODITY,SR,SR,CZCE,2611,,,,5700.0,5100.0,,,5100.0,,,32264.0,8426.0,5937590.0,,,,,,,,,
2026-07-13,COMMODITY,SR,SR,CZCE,2701,,,,5800.0,5300.0,,,5800.0,,,92528.0,11606.0,11550885.0,,,,,,,,,
2026-07-13,COMMODITY,SR,SR,CZCE,2703,,,,6100.0,5100.0,,,6100.0,,,1024.0,12.0,13545.0,,,,,,,,,
2026-07-13,COMMODITY,SR,SR,CZCE,2705,,,,6000.0,5100.0,,,6000.0,,,906.0,70.0,70935.0,,,,,,,,,
2026-07-13,COMMODITY,TA,TA,CZCE,2608,,,,5800.0,5700.0,,,5800.0,,,294828.0,1044956.0,113815428.0,,,,,,,,,
2026-07-13,COMMODITY,TA,TA,CZCE,2609,,,,7000.0,5000.0,,,5800.0,,,206500.0,149666.0,62467977.0,,,,,,,,,
2026-07-13,COMMODITY,TA,TA,CZCE,2610,,,,6200.0,4800.0,,,6200.0,,,7562.0,4108.0,2024362.0,,,,,,,,,
2026-07-13,COMMODITY,TA,TA,CZCE,2611,,,,6600.0,4800.0,,,5700.0,,,1233.0,50.0,20495.0,,,,,,,,,
2026-07-13,COMMODITY,TA,TA,CZCE,2612,,,,5700.0,4800.0,,,4850.0,,,425.0,3.0,1290.0,,,,,,,,,
